t_sec,q1,q2,q3,q4,q5,q6,x,y,z,qx,qy,qz,qw
366.746,-0.000584074484378957,-0.000533831799236903,-0.000533831801008567,-0.000533831800950139,-0.00053383180108264,-0.000533832521686821,-2.55173055551157E-05,0.0245082491819468,1.08499524409729,-0.00056108217230937,-2.97593985415506E-07,-0.000588991490447794,0.999999669137811
366.748,8.84100034841978E-05,0.000133628420699188,0.000133628418924023,0.000133628418919667,0.000133628418765383,0.000133627632130066,-9.8631397527272E-06,0.0247574505710161,1.08499591523993,-0.000241794554155113,-5.11283288658103E-08,-0.000266914716478242,0.99999993514596
366.75,0.000783135267890784,0.00082205682731409,0.000822056825617731,0.000822056825645631,0.000822056824822375,0.000822055979397582,6.69590078283829E-06,0.0250150556605956,1.08499638061175,0.0000894234172658998,-8.99595277415075E-09,6.68132501842433E-05,0.999999993769721
366.752,0.00149432276598499,0.0015293521691794,0.0015293521676637,0.00152935216763274,0.00152935216637093,0.00152935126787569,2.4136116839615E-05,0.0252816222937328,1.08499676942693,0.000430489129302393,-1.92940956651351E-07,0.00041102522301231,0.999999822868653
366.754,0.00222209630329036,0.00225362276588738,0.00225362276453289,0.00225362276444674,0.00225362276280194,0.00225362181653265,4.24334324162063E-05,0.025553445421583,1.08499677311557,0.000782190435356711,-6.24908219726952E-07,0.000764670397202249,0.999999401728279
366.756,0.00296479173411954,0.00299316555123959,0.00299316554976789,0.00299316554963891,0.00299316554820767,0.00299316455839512,6.15675106463392E-05,0.0258313969370434,1.08499653950374,0.00114257355865285,-1.32298924159082E-06,0.00112680274545847,0.999998712418914
366.758,0.00372091077551783,0.00374644721111903,0.0037464472096896,0.00374644720951529,0.00374644720796948,0.00374644617926953,8.15195209847486E-05,0.0261148589565421,1.0849960598221,0.00151076728895164,-2.30345294323639E-06,0.00149657051778676,0.999997738924233
366.76,0.00448910441723393,0.00451208720945975,0.00451208720807159,0.0045120872078547,0.00451208720620342,0.00451208614250777,0.000102272134236894,0.0264032750594181,1.08499532636027,0.00188598721553188,-3.58071427286719E-06,0.00187320681989478,0.999996467061565
366.762,0.00526815799661471,0.00528884250979507,0.00528884250844693,0.00528884250819015,0.00528884250644183,0.0052888414112527,0.000123809347507228,0.02669614414078,1.08499433237305,0.00226752705148632,-5.16749737864758E-06,0.00225602112820899,0.999994884318433
366.764,0.00605697776339853,0.00607559382543109,0.00607559382412157,0.00607559382382746,0.00607559382198994,0.00607559269845904,0.000146116340031216,0.0269930148842481,1.08499307198998,0.00265475081979813,-7.07499271205011E-06,0.00264439165340671,0.999992979695764
366.766,0.00685457878850529,0.00687133324449859,0.00687133324322617,0.00687133324289718,0.0068713332409777,0.00687133209194132,0.00016917935333039,0.0272934807847948,1.08499154012857,0.00304708582342947,-9.31300613234504E-06,0.00303775846764552,0.999990743559532
366.768,0.00766007408209323,0.00767515309264551,0.0076751530914086,0.00767515309104706,0.00767515308905233,0.00767515191706292,0.000192985590613164,0.0275971756694937,1.08498973241275,0.00344401631799909,-1.18900987546193E-05,0.00343561731909214,0.999988167501928
366.77,0.00847266479969339,0.0084862359093436,0.00848623590814055,0.00848623590774868,0.00848623590568492,0.00848623471303945,0.000217523131362966,0.0279037696660378,1.08498764509681,0.00384507781726481,-1.48137169163034E-05,0.00383751406506294,0.9999852442126
366.772,0.00929163142767234,0.00930384542650601,0.00930384542533516,0.00930384542491504,0.00930384542278799,0.00930384421155355,0.000242780857990125,0.0282129655741691,1.08498527499518,0.00424985196798387,-1.80903119972996E-05,0.0042430396617704,0.999981967360122
366.774,0.0101163258501486,0.0101273184492432,0.0101273184481028,0.0101273184476564,0.0101273184454714,0.0101273172175082,0.00026874839207254,0.0285244955997667,1.08498261941815,0.0046579619372312,-2.17254501696186E-05,0.00465182565503523,0.999978331483573
366.776,0.0109461642092613,0.0109560575485867,0.0109560575474753,0.0109560575470045,0.0109560575447664,0.0109560563017485,0.000295416038276301,0.0288381184153673,1.08497967611327,0.00506906826095218,-2.57239123469691E-05,0.00506354012189135,0.999974331893914
366.778,0.0117806204796012,0.0117895244851309,0.0117895244840466,0.0117895244835532,0.0117895244812665,0.0117895232247004,0.000322774734467561,0.0291536165145089,1.08497644321242,0.00548286510764418,-3.00897847660834E-05,0.00547788401801322,0.999969964584688
366.78,0.0126192206850384,0.0126272342901487,0.0126272342890901,0.0126272342885757,0.0126272342862446,0.0126272330174859,0.000350816006860129,0.0294707938305854,1.08497291918407,0.00589907691572484,-3.48265407116557E-05,0.0058945878904555,0.999965226151518
366.782,0.0134615376937947,0.0134687499385246,0.0134687499374901,0.0134687499369562,0.0134687499345845,0.0134687486548534,0.000379531929299365,0.0297894735936445,1.0849691027905,0.00631745536704341,-3.99371139744386E-05,0.00631340891899877,0.999960113719809
366.784,0.014307186534008,0.0143136775543928,0.0143136775533809,0.014313677552829,0.0143136775504203,0.0143136762608147,0.00040891508598112,0.0301094964013813,1.08496499304964,0.00673777666296544,-4.54239646306842E-05,0.00673412825328612,0.999954624880035
366.786,0.0151558201777993,0.0151616620962711,0.0151616620952804,0.0151616620947118,0.0151616620922693,0.0151616607937773,0.000438958537080317,0.0304307184829487,1.0849605892011,0.0071598390728115,-5.12891377780673E-05,0.00715654861620977,0.999948757629999
366.788,0.0160071257471658,0.0160123834739137,0.0160123834729428,0.0160123834723588,0.0160123834698855,0.0160123821633962,0.000469655786869658,0.0307530101363376,1.08495589067611,0.00758346072744617,-5.75343158007264E-05,0.00758049214695449,0.999942510323472
366.79,0.0168608210990809,0.016865553053275,0.0168655530523227,0.0168655530517244,0.016865553049223,0.0168655517355367,0.000501000754020317,0.0310762543220453,1.08495089707089,0.00800847763359198,-6.41608647708745E-05,0.00800579845982184,0.999935881624615
366.792,0.0177166517519959,0.0177209105108898,0.0177209105099548,0.0177209105093434,0.0177209105068165,0.0177209091866531,0.000532987743809665,0.0314003453972499,1.08494560812335,0.0084347418865802,-7.11698755209881E-05,0.00843232289704178,0.999928870467653
366.794,0.0185743881196933,0.0185782210028152,0.0185782210018963,0.0185782210012728,0.0185782209987227,0.0185782196727304,0.000565611422052075,0.0317251879764895,1.08494002369249,0.00886212006175564,-7.85621999129278E-05,0.00885993495623333,0.999921476021274
366.796,0.0194338230218255,0.019437272616751,0.0194372726158471,0.0194372726152124,0.0194372726126412,0.0194372712814031,0.000598866790592189,0.0320506959062399,1.0849341437405,0.00929049176671662,-8.63384827874115E-05,0.00928851687509653,0.999913697657283
366.798,0.0202947694436783,0.0202978740792253,0.0202978740783354,0.0202978740776904,0.0202978740751001,0.0202978727391411,0.000632749164245977,0.0323767913420333,1.08492796831708,0.00971974833834565,-9.44991900425787E-05,0.00971796235765076,0.999905534923053
366.8,0.0211570585197088,0.0211598526918139,0.021159852690937,0.0211598526902825,0.0211598526876749,0.0211598513474672,0.000667254149092019,0.0327034039179475,1.08492149754587,0.0101497916702562,-0.000103044633256448,0.0101481754279698,0.999896987517383
366.802,0.022020537718629,0.0220230524736351,0.0220230524727702,0.0220230524721069,0.0220230524694837,0.0220230511254523,0.000702377622010713,0.0330304699990356,1.08491473161263,0.0105805331573538,-0.000111974991221203,0.0105790693984034,0.999888055269374
366.804,0.0228850692099798,0.0228873324895955,0.0228873324887418,0.0228873324880705,0.0228873324854331,0.0228873311379606,0.000738115711395774,0.0333579320084607,1.08490767075509,0.0110118927458755,-0.00012129032874199,0.0110105659409122,0.999878738120013
366.806,0.0237505283941358,0.023752565345899,0.0237525653450557,0.023752565344377,0.0237525653417268,0.0237525639911573,0.000774464778997923,0.0336857378219088,1.08490031525419,0.0114437980784128,-0.000130990612993893,0.0114425942512571,0.99986903610613
366.808,0.0246168025796297,0.0246186358363245,0.0246186358354908,0.0246186358348053,0.0246186358321436,0.0246186344787869,0.000811421402823742,0.0340138402225881,1.08489266542658,0.0118761837244644,-0.00014107572773838,0.0118750902968031,0.999858949346469
366.81,0.0254837897924527,0.025485439723585,0.0254854397227602,0.0254854397220684,0.0254854397193965,0.0254854383635313,0.000848982361072069,0.0343421964108466,1.08488472161822,0.0123089904880846,-0.000151545485638099,0.0123079961396941,0.999848478029624
366.812,0.0263513977043092,0.0263528826424343,0.0263528826416177,0.0263528826409202,0.026352882638239,0.0263528812801162,0.000887144617014122,0.034670767562718,1.08487648419891,0.0127421647846139,-0.000162399638897367,0.0127412593275579,0.999837622403611
366.814,0.0272195426680451,0.0272208791124627,0.0272208791116537,0.0272208791109509,0.0272208791082614,0.0272208777481068,0.000925905304793227,0.0349995184325696,1.08486795355774,0.0131756580796711,-0.000173637888425974,0.0131748323450755,0.999826382766893
366.816,0.0280881488496356,0.0280893516497156,0.0280893516489137,0.028089351648206,0.0280893516455092,0.0280893502835258,0.000965261716096473,0.0353284169954901,1.0848591300992,0.0136094263842407,-0.000185259891717174,0.0136086721203892,0.999814759460663
366.818,0.0289571474473383,0.0289582299675138,0.0289582299667184,0.0289582299660062,0.0289582299633028,0.0289582285996736,0.00100521128767128,0.0356574341254806,1.08485001423992,0.0140434298002985,-0.000197265269584559,0.0140427395809167,0.999802752862243
366.82,0.0298264759885962,0.0298274502568566,0.0298274502560673,0.029827450255351,0.0298274502526418,0.0298274488875313,0.00104575158964445,0.0359865433059721,1.08484060640603,0.0144776321120526,-0.000209653611926542,0.0144769992537622,0.999790363379442
366.822,0.0306960776971185,0.0306969545386547,0.0306969545378709,0.0306969545371509,0.0306969545344365,0.0306969531679927,0.00108688031458906,0.0363157203691697,1.08483090703093,0.0149120004178907,-0.000222424482614979,0.0149114189059168,0.999777591445767
366.824,0.0315659009232546,0.0315666900807383,0.0315666900799596,0.0315666900792362,0.0315666900765173,0.0315666887088734,0.00112859526729221,0.0366449432614213,1.0848209165535,0.0153465047990648,-0.000235577423637543,0.0153459692203718,0.999764437516367
366.826,0.0324358986314463,0.032436608873282,0.0324366088725081,0.0324366088717816,0.0324366088690587,0.0324366075003347,0.00117089435520571,0.0369741918320576,1.08481063541667,0.015781118021506,-0.000249111958578499,0.0157806235046194,0.999750902064624
366.828,0.0333060279393426,0.0333066671570945,0.033306667156325,0.0333066671555955,0.0333066671528692,0.0333066657831731,0.00121377557954923,0.0373034476434007,1.08480006406626,0.0162158152675154,-0.000263027595542639,0.0162153574283607,0.999736985579289
366.83,0.0341762497026243,0.0341768249987001,0.0341768249979346,0.0341768249972025,0.0341768249944733,0.034176823623902,0.00130127686212943,0.0379619147944289,1.0847780525173,0.0170853732175814,-0.000292000144781241,0.0170849772924149,0.99970801152579
366.832,0.035046528141201,0.0350470459077675,0.0350470459070058,0.0350470459062713,0.0350470459035396,0.0350470445321806,0.00134589331990836,0.0382910963693939,1.08476661321793,0.0175201943140298,-0.000307056015748641,0.0175198243752029,0.999692954992514
366.834,0.0359168305027878,0.0359172964927955,0.0359172964920373,0.0359172964913006,0.0359172964885667,0.0359172951164986,0.00139108469932968,0.0386202253924137,1.08475488550249,0.0179550198470472,-0.000322490909111282,0.0179546730189879,0.999677519492505
366.836,0.0367871267602565,0.0367875461513607,0.0367875461506056,0.0367875461498669,0.0367875461471313,0.0367875447744249,0.00143684935706798,0.0389492897439948,1.08474286982185,0.0183898339073924,-0.000338304284500549,0.0183895076023109,0.999661705563044
366.838,0.0376573893397011,0.0376577667917915,0.0376577667910394,0.0376577667902988,0.0376577667875617,0.0376577654142807,0.0014831857017806,0.0392782782168145,1.08473056662705,0.0188246218710091,-0.000354495595427499,0.0188243137601145,0.999645513747622
366.84,0.0385275928752758,0.0385279325822532,0.0385279325815038,0.0385279325807614,0.0385279325780233,0.038527931204225,0.00153009218878622,0.0396071804248924,1.08471797636936,0.0192593702706921,-0.000371064289929715,0.0192590782582868,0.999628944595298
366.842,0.0393977139883888,0.0393980197247639,0.0393980197240171,0.0393980197232732,0.0393980197205342,0.0393980183462702,0.00157756731512035,0.0399359867217956,1.08470509950032,0.0196940666805077,-0.000388009811062209,0.0196937888806736,0.999611998660227
366.844,0.0402677310889772,0.0402680062518098,0.0402680062510652,0.0402680062503199,0.0402680062475804,0.040268004872897,0.00162560961496504,0.040264688127031,1.08469193647185,0.0201286996117743,-0.000405331597242255,0.0201284343273901,0.999594676501312
366.846,0.0411376241967994,0.0411378718434431,0.0411378718427007,0.041137871841954,0.0411378718392142,0.0411378704641533,0.00167421765542635,0.0405932762598637,1.08467848773641,0.0205632584195192,-0.000423029082491056,0.0205630041233759,0.999576978681977
366.848,0.0420073747810925,0.0420075976631657,0.0420075976624252,0.0420075976616774,0.0420075976589374,0.0420075962835366,0.00172339003266069,0.0409217432799493,1.08466475374722,0.020997733218538,-0.000441101696584152,0.0209974885363441,0.999558905770011
366.85,0.0428769656157991,0.0428771662097582,0.0428771662090197,0.0428771662082708,0.0428771662055308,0.0428771648298239,0.00177312536827595,0.0412500818337352,1.08465073495845,0.0214321148076184,-0.000459548865117998,0.0214318785027035,0.99954045833751
366.852,0.0437463806490964,0.0437465611837525,0.0437465611830157,0.0437465611822658,0.043746561179526,0.0437465598035435,0.00182342230599606,0.041578285006166,1.08463643182551,0.0218663946012549,-0.0004783700095023,0.0218661655608045,0.999521636960873
366.854,0.0446156048859733,0.0446157673672561,0.0446157673665208,0.04461576736577,0.0446157673630306,0.0446157659867999,0.00187427950858686,0.0419063462772259,1.08462184480524,0.0223005645681956,-0.000497564546909987,0.0223003417908621,0.999502442220864
366.856,0.0454846242827085,0.0454847705159548,0.045484770515221,0.0454847705144693,0.0454847705117305,0.0454847691352761,0.00192569565503233,0.0422342594828965,1.08460697435625,0.0227346171762152,-0.000517131890180877,0.0227343997609683,0.999482874702697
366.858,0.0463534256524392,0.0463535572624522,0.0463535572617198,0.0463535572609673,0.0463535572582291,0.0463535558815734,0.00197766943796754,0.0425620187802299,1.08459182093914,0.0231685453426816,-0.000537071447705562,0.0231683324787736,0.999462934996149
366.86,0.0472219965796643,0.0472221150287668,0.0472221150280356,0.0472221150272825,0.0472221150245451,0.0472221136477079,0.00197766943796754,0.0425620187802299,1.08459182093914,0.0231685453426816,-0.000537071447705562,0.0231683324787736,0.999462934996149
366.862,0.0480903253431078,0.0480904319473903,0.0480904319466603,0.0480904319459065,0.04809043194317,0.0480904305661693,0.0020832847379111,0.0432170536968342,1.08456066705448,0.024036002004322,-0.000578064815919477,0.0240357961277291,0.99942194140074
366.864,0.0489584008462964,0.0489584967902405,0.0489584967895116,0.0489584967887572,0.0489584967860217,0.0489584954088737,0.0020832847379111,0.0432170536968342,1.08456066705448,0.024036002004322,-0.000578064815919477,0.0240357961277291,0.99942194140074
366.866,0.0498262125552538,0.0498262989048929,0.049826298904165,0.0498262989034101,0.0498262989006756,0.0498262975233948,0.00219111513603275,0.0438714095789443,1.08452838688608,0.0249028852905483,-0.000620539823513265,0.0249026840324441,0.999379466250189
366.868,0.0506937504430059,0.0506938281577699,0.0506938281570429,0.0506938281562876,0.0506938281535543,0.0506938267761538,0.00224585781119408,0.0441983208816363,1.0845118256257,0.0253360978496797,-0.000642331410954564,0.0253358981571229,0.999357674619394
366.87,0.0515610049390836,0.0515610748824595,0.0515610748817335,0.0515610748809776,0.0515610748782456,0.0515610735007373,0.00224585781119408,0.0441983208816363,1.0845118256257,0.0253360978496797,-0.000642331410954564,0.0253358981571229,0.999357674619394
366.872,0.0524279668838724,0.0524280298329987,0.0524280298322734,0.0524280298315172,0.0524280298287864,0.0524280284511809,0.00230115044377231,0.0445250483941686,1.08449498421741,0.0257691506955475,-0.000664491560065862,0.0257689521384797,0.999335514444014
366.874,0.0532946274875271,0.0532946841418282,0.0532946841411037,0.0532946841403471,0.0532946841376177,0.0532946827599244,0.00241338050415134,0.0451779348943108,1.08446046288822,0.0266347575754186,-0.000709915026608459,0.0266345601675295,0.999290090971704
366.876,0.0541609782931834,0.0541610292821413,0.0541610292814176,0.0541610292806606,0.0541610292779326,0.0541610279001602,0.00241338050415134,0.0451779348943108,1.08446046288822,0.0266347575754186,-0.000709915026608459,0.0266345601675295,0.999290090971704
366.878,0.0550270111444724,0.055027057034621,0.055027057033898,0.0550270570331407,0.0550270570304142,0.0550270556525704,0.00247031539008573,0.0455040856439206,1.08444278394303,0.0270673022409999,-0.000733177070667298,0.0270671049206248,0.999266828946099
366.88,0.0558927181556886,0.0558927594569083,0.055892759456186,0.0558927594554284,0.0558927594527034,0.0558927580747951,0.0025277951474394,0.0458300361018441,1.08442482680172,0.0274996684202298,-0.000756805129287525,0.0274994709057803,0.999243200918913
366.882,0.0567580916847236,0.0567581288559069,0.0567581288551851,0.0567581288544273,0.0567581288517038,0.0567581274737374,0.00258581849699186,0.0461557824330455,1.08440659196313,0.0279318518180474,-0.000780798549952292,0.0279316538562593,0.999219207541815
366.884,0.0576231243087062,0.0576231577628562,0.057623157762135,0.0576231577613769,0.0576231577586551,0.0576231563806362,0.00264438415445601,0.0464813208971288,1.08438807993082,0.0283638482681481,-0.000805156673490364,0.0283636496312491,0.999194849473189
366.886,0.0584878088022821,0.0584878389111017,0.0584878389103811,0.0584878389096228,0.0584878389069026,0.0584878375288362,0.00270349082962465,0.0468066478393789,1.08436929121325,0.0287956537202552,-0.000829878833909025,0.0287954542034156,0.999170127378297
366.888,0.0593521381187318,0.0593521652167536,0.0593521652160335,0.059352165215275,0.0593521652125564,0.0593521638344471,0.00276313722560006,0.0471317596827817,1.08435022632389,0.0292272642287684,-0.000854964358240811,0.029227063647807,0.999145041929436
366.89,0.0602161053723393,0.0602161297606425,0.0602161297599229,0.0602161297591642,0.0602161297564474,0.0602161283782993,0.00282332203814656,0.0474566529210984,1.0843308857814,0.0296586759428818,-0.000880412566410218,0.0296584741322015,0.999119593806056
366.892,0.0610797038222912,0.0610797257718474,0.0610797257711283,0.0610797257703694,0.0610797257676543,0.0610797243894711,0.00288404395505037,0.0477813241123997,1.08431127010973,0.0300898850973734,-0.000906222771099411,0.0300896819081029,0.999093783694897
366.894,0.0619429268581872,0.0619429466128705,0.0619429466121518,0.0619429466113928,0.0619429466086794,0.0619429452304645,0.00294530165552439,0.0481057698731653,1.08429137983827,0.0305208880042019,-0.000932394277612313,0.0305206833025242,0.999067612290126
366.896,0.0628057679872155,0.0628057857665127,0.0628057857657945,0.0628057857650353,0.0628057857623237,0.06280578438408,0.0030070938096654,0.048429986872979,1.08427121550192,0.0309516810449465,-0.000958926383739437,0.0309514747105936,0.999041080293459
366.898,0.0636682208233216,0.0636682368247709,0.0636682368240531,0.0636682368232937,0.0636682368205839,0.0636682354423141,0.00306941907797715,0.048753971829843,1.08425077764126,0.0313822606641121,-0.000985818379650244,0.0313820525890108,0.999014188414275
366.9,0.0645302790767784,0.0645302934781641,0.0645302934774467,0.0645302934766872,0.0645302934739792,0.0645302920956857,0.00313227611098662,0.0490777215062328,1.0842300668026,0.0318126233634606,-0.00101306954780724,0.0318124134505143,0.998986937369693
366.902,0.0653919365445535,0.0653919495058816,0.0653919495051646,0.065391949504405,0.0653919495016988,0.0653919481233838,0.00319566354885354,0.0494012327052966,1.08420908353803,0.0322427656965709,-0.00104067916286739,0.0322425538585624,0.998959327884671
366.904,0.06625318710164,0.0662531987669157,0.0662531987661991,0.0662531987654393,0.066253198762735,0.0662531973844005,0.00325958002099388,0.0497245022673479,1.0841878284056,0.0326726842638222,-0.00106864649158533,0.0326724704224269,0.998931360692099
366.906,0.0671140246934853,0.0671140351923133,0.0671140351915971,0.0671140351908372,0.0671140351881348,0.0671140338097825,0.00332402414574052,0.0500475270667152,1.08416630196931,0.0331023757078801,-0.00109697079272165,0.0331021597927779,0.99890303653289
366.908,0.0679744433299301,0.0679744527789548,0.0679744527782389,0.067974452777479,0.0679744527747784,0.0679744513964099,0.00338899453005686,0.0503703040089993,1.08414450479922,0.0335318367097529,-0.00112565131696517,0.0335316186578286,0.998874356156053
366.91,0.0688344370790294,0.0688344455832308,0.0688344455825152,0.0688344455817552,0.0688344455790565,0.0688344442006733,0.00345448976933108,0.0506928300288923,1.08412243747149,0.0339610639856177,-0.0011546873068917,0.033960843740242,0.998845320318736
366.912,0.0696940000612313,0.0696940077150911,0.0696940077143759,0.0696940077136158,0.069694007710919,0.0696940063325223,0.00352050844714339,0.0510151020879486,1.08410010056845,0.0343900542836063,-0.00118407799689716,0.0343898317939881,0.998815929786289
366.914,0.0705531264441371,0.070553133332689,0.0705531333319741,0.0705531333312139,0.070553133328519,0.0705531319501101,0.00358704913503417,0.0513371171724871,1.08407749467862,0.0348188043807828,-0.00121382261313301,0.0348185796013871,0.998786185332325
366.916,0.0714118104380325,0.0714118166378069,0.0714118166370924,0.0714118166363321,0.0714118166336391,0.0714118152552189,0.00365411039229968,0.0516588722917082,1.08405462039679,0.0352473110804268,-0.00124392037344296,0.0352470839704497,0.998756087738785
366.918,0.0722700462926603,0.0722700518725345,0.0722700518718203,0.0722700518710599,0.0722700518683689,0.0722700504899384,0.00372169076582005,0.0519803644760972,1.08403147832407,0.0356755712097112,-0.0012743704873196,0.0356753417326091,0.998725637795978
366.92,0.0731278282935491,0.0731278333155126,0.0731278333147987,0.0731278333140383,0.0731278333113491,0.0731278319329092,0.00378978878998053,0.0523015907762901,1.08400806906787,0.0361035816180117,-0.00130517215588827,0.0361033497410758,0.998694836302596
366.922,0.0739851507584346,0.0739851552782781,0.0739851552775645,0.073985155276804,0.0739851552741167,0.073985153895668,0.00392753186447818,0.0529432340195992,1.08396045146653,0.0369588407688174,-0.0013678269195492,0.0369586040075567,0.998632181901002
366.924,0.0748420080340391,0.0748420121019741,0.0748420121012608,0.0748420121005002,0.0748420120978149,0.0748420107193582,0.00399717391990112,0.0532636451532774,1.08393624436812,0.0373860833043711,-0.00139967837471067,0.0373858440645286,0.998600330632425
366.926,0.075698394493433,0.0756983981546499,0.0756983981539369,0.0756983981531762,0.0756983981504929,0.0756983967720288,0.00406732763592713,0.0535837787818244,1.08391177257979,0.0378130637020136,-0.00143187810464089,0.0378128219627644,0.998568131092603
366.928,0.0765543045344981,0.0765543078296682,0.0765543078289555,0.0765543078281948,0.0765543078255134,0.0765543064470424,0.00413799148269524,0.0539036320392662,1.08388703674099,0.0382397788967137,-0.00146442526812626,0.0382395346395036,0.998535584122628
366.93,0.0774097325777348,0.0774097355434624,0.07740973554275,0.0774097355419892,0.0774097355393097,0.0774097341608324,0.0042091639172947,0.0542232020738781,1.08386203749766,0.0386662258369315,-0.00149731901543792,0.038665979045252,0.998502690572121
366.932,0.0782646730640005,0.0782646757332294,0.0782646757325172,0.0782646757317564,0.0782646757290789,0.0782646743505957,0.00428084338368841,0.054542486047399,1.08383677550217,0.0390924014834602,-0.00153055848830537,0.0390921521426448,0.99846945129925
366.934,0.0791191204524739,0.0791191228548534,0.0791191228541415,0.0791191228533807,0.0791191228507051,0.0791191214722164,0.00435302831264167,0.0548614811343302,1.08381125141343,0.0395183028083855,-0.00156414281989361,0.0395180509054277,0.998435867170756
366.936,0.0799730692190971,0.0799730713813118,0.0799730713806002,0.0799730713798393,0.0799730713771657,0.0799730699986718,0.00442571712168752,0.0551801845214115,1.08378546589682,0.039943926794287,-0.00159807113479857,0.0399436723176757,0.998401939061959
366.938,0.0808265138560541,0.08082651580212,0.0808265158014087,0.0808265158006477,0.0808265157979761,0.0808265144194774,0.00449890821517266,0.0554985934074826,1.08375941962422,0.0403692704339602,-0.00163234254907222,0.040369013373532,0.998367667856727
366.94,0.0816794488704493,0.0816794506219808,0.0816794506212698,0.0816794506205087,0.081679450617839,0.0816794492393359,0.00449890821517266,0.0554985934074826,1.08375941962422,0.0403692704339602,-0.00163234254907222,0.040369013373532,0.998367667856727
366.942,0.0825318687828152,0.0825318703592652,0.0825318703585545,0.0825318703577934,0.0825318703551257,0.0825318689766183,0.00457259998423887,0.0558167050030451,1.083733113274,0.0407943307297432,-0.00166695617021894,0.040794071076549,0.998333054447483
366.944,0.0833837681257699,0.0833837695446462,0.0833837695439357,0.0833837695431746,0.0833837695405088,0.0833837681619974,0.00464679080677663,0.0561345165297596,1.083706547531,0.0412191046927609,-0.00170191109718448,0.0412188424389463,0.998298099735213
366.946,0.0842351414430969,0.0842351427201565,0.0842351427194463,0.0842351427186851,0.0842351427160213,0.0842351413375061,0.00472147904738837,0.056452025219999,1.0836797230866,0.0416435893422468,-0.00173720642034382,0.0416433244809447,0.998262804629484
366.948,0.0850859832898401,0.085085984439264,0.0850859844385541,0.0850859844377929,0.085085984435131,0.0850859830566123,0.00479666305739332,0.0567692283165576,1.08365264063866,0.0420677817050786,-0.00177284122150005,0.0420675142303113,0.998227170048431
366.95,0.0859362882314935,0.085936289266045,0.0859362892653354,0.0859362892645741,0.0859362892619142,0.085936287883392,0.0048723411749038,0.057086123072738,1.08362530089153,0.0424916788158198,-0.00180881457393515,0.0424914087224127,0.998191196918724
366.952,0.0867860508429574,0.0867860517741232,0.0867860517734138,0.0867860517726525,0.0867860517699946,0.0867860503914692,0.00494851172483595,0.0574027067521005,1.08359770455603,0.0429152777163147,-0.00184512554240781,0.0429150049998171,0.998154886175552
